OrderID,OrderDate,SupplierID,ProductID,QuantityOrdered,DeliveryStatus,Carrier,ExpectedDeliveryDate,ActualDeliveryDate,DaysDelayed,ShippingCost,SupplierName,Location,Rating,ContractType,ProductName,Category,ShelfLifeDays,StorageTemp,UnitCost,OrderValue,IsSeverelyDelayed
ORD-SC-01713,2024-07-02,SUP-012,PRD-0015,4881.0,Delayed,FedEx Supply,2024-07-03,2024-07-16,13.0,2835.53,Supplier_12,Lagos,B,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,304574.39999999997,True
ORD-SC-01714,2025-05-17,SUP-024,PRD-0017,106.0,Delivered,Cold Chain Express,2025-05-18,2025-05-18,0.0,491.32,Supplier_24,Ibadan,A,Trial,Whey Powder,Chocolate,15,Room Temp,158.82,16834.92,False
ORD-SC-01715,2025-03-26,SUP-007,PRD-0026,3390.0,Delivered,DHL Logistics,2025-04-04,2025-04-04,0.0,2079.16,Supplier_7,Benin City,B,Short-term,Evaporated Milk,By-Products,142,Frozen,414.97,1406748.3,False
ORD-SC-01716,2024-06-16,SUP-025,PRD-0028,4365.0,Delivered,Green Logistics,2024-06-17,2024-06-17,0.0,2237.18,Supplier_25,Kaduna,B,Long-term,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,2168008.2,False
ORD-SC-01717,2024-04-19,SUP-020,PRD-0004,228.0,Delivered,Cold Chain Express,2024-04-24,2024-04-26,2.0,269.38,Supplier_20,Abuja,B,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,76323.0,False
ORD-SC-01718,2024-12-24,SUP-009,PRD-0006,1050.0,Delivered,Cold Chain Express,2024-12-26,2024-12-28,2.0,780.92,Supplier_9,Lagos,A,Short-term,Whole Milk Powder,Chocolate,307,4-8°C,125.55,131827.5,False
ORD-SC-01719,2024-07-15,SUP-001,PRD-0024,4021.0,Delivered,Swift Cargo,2024-07-16,2024-07-18,2.0,2475.95,Supplier_1,Port Harcourt,B,Short-term,Buttermilk,Liquid Milk,160,Room Temp,221.68,891375.28,False
ORD-SC-01720,2024-12-15,SUP-017,PRD-0009,286.0,Delivered,Cold Chain Express,2024-12-16,2024-12-18,2.0,212.3,Supplier_17,Lagos,A,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,120631.94,False
ORD-SC-01721,2025-05-09,SUP-001,PRD-0021,3080.0,Delivered,Local Transport,2025-05-15,2025-05-15,0.0,1608.03,Supplier_1,Port Harcourt,B,Short-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,860059.2000000001,False
ORD-SC-01722,2024-12-29,SUP-012,PRD-0002,873.0,Delivered,FedEx Supply,2024-12-30,2024-12-30,0.0,711.27,Supplier_12,Lagos,B,Long-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,246997.89,False
ORD-SC-01723,2025-05-30,SUP-017,PRD-0013,2734.0,Delivered,DHL Logistics,2025-06-07,2025-06-09,2.0,1698.2,Supplier_17,Lagos,A,Long-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1257886.0599999998,False
ORD-SC-01724,2024-08-07,SUP-020,PRD-0012,998.0,In Transit,Green Logistics,2024-08-11,2024-08-13,2.0,773.52,Supplier_20,Abuja,B,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,448231.74,False
ORD-SC-01725,2024-05-30,SUP-025,PRD-0009,1369.0,In Transit,FedEx Supply,2024-06-02,2024-06-02,0.0,1032.05,Supplier_25,Kaduna,B,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,577430.51,False
ORD-SC-01726,2024-04-20,SUP-003,PRD-0015,4164.0,Delivered,Green Logistics,2024-04-26,2024-04-27,1.0,2565.55,Supplier_3,Benin City,A,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,259833.6,False
ORD-SC-01727,2024-01-29,SUP-006,PRD-0025,3956.0,In Transit,Swift Cargo,2024-02-02,2024-02-05,3.0,2069.66,Supplier_6,Calabar,A,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,1635093.92,False
ORD-SC-01728,2024-03-03,SUP-005,PRD-0015,1883.0,Delayed,Swift Cargo,2024-03-11,2024-03-22,11.0,,Supplier_5,Kano,B,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,117499.2,True
ORD-SC-01729,2024-06-19,SUP-010,PRD-0005,1828.0,Delayed,Cold Chain Express,2024-06-28,2024-07-02,4.0,1405.75,Supplier_10,Abuja,A,Long-term,Skimmed Milk,By-Products,330,Frozen,442.9,809621.2,False
ORD-SC-01730,2025-03-09,SUP-002,PRD-0010,3908.0,Delivered,Local Transport,2025-03-13,2025-03-15,2.0,2131.76,Supplier_2,Port Harcourt,B,Trial,Cream Heavy,Yogurt & Fermented,148,Room Temp,79.46,310529.68,False
ORD-SC-01731,2024-01-24,SUP-006,PRD-0009,727.0,Delivered,FedEx Supply,2024-02-01,2024-02-03,2.0,618.44,Supplier_6,Calabar,A,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,306641.33,False
ORD-SC-01732,2025-01-28,SUP-006,PRD-0013,2424.0,Delivered,Local Transport,2025-02-05,2025-02-07,2.0,1504.07,Supplier_6,Calabar,A,Long-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1115258.16,False
ORD-SC-01733,2025-01-02,SUP-015,PRD-0028,451.0,Delivered,Cold Chain Express,2025-01-07,2025-01-09,2.0,386.53,Supplier_15,Kano,A,Trial,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,224002.68,False
ORD-SC-01734,2025-02-17,SUP-016,PRD-0023,1765.0,Delivered,DHL Logistics,2025-02-22,2025-02-24,2.0,1355.2,Supplier_16,Ibadan,A,Long-term,Kefir,Powdered Milk,83,Frozen,165.13,291454.45,False
ORD-SC-01735,2025-04-15,SUP-019,PRD-0015,3594.0,Delivered,Local Transport,2025-04-21,2025-04-20,-1.0,1864.93,Supplier_19,Ibadan,B,Short-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,224265.6,False
ORD-SC-01736,2025-02-26,SUP-004,PRD-0015,4251.0,Delivered,FedEx Supply,2025-02-28,2025-03-02,2.0,2562.0,Supplier_4,Abuja,B,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,265262.39999999997,False
ORD-SC-01737,2025-03-19,SUP-019,PRD-0010,2241.0,Delivered,Cold Chain Express,2025-03-25,2025-03-25,0.0,1301.4,Supplier_19,Ibadan,B,Short-term,Cream Heavy,Yogurt & Fermented,148,Room Temp,79.46,178069.86,False
ORD-SC-01738,2024-12-06,SUP-015,PRD-0017,957.0,Delivered,Swift Cargo,2024-12-08,2024-12-10,2.0,875.94,Supplier_15,Kano,A,Trial,Whey Powder,Chocolate,15,Room Temp,158.82,151990.74,False
ORD-SC-01739,2025-01-16,SUP-011,PRD-0010,2046.0,Delivered,DHL Logistics,2025-01-23,2025-01-22,-1.0,1467.25,Supplier_11,Calabar,C,Long-term,Cream Heavy,Yogurt & Fermented,148,Room Temp,79.46,162575.15999999997,False
ORD-SC-01740,2024-11-08,SUP-012,PRD-0001,1241.0,Delivered,FedEx Supply,2024-11-10,2024-11-09,-1.0,700.03,Supplier_12,Lagos,B,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,461453.43999999994,False
ORD-SC-01741,2024-01-01,SUP-003,PRD-0012,3293.0,Delivered,DHL Logistics,2024-01-05,2024-01-06,1.0,1887.68,Supplier_3,Benin City,A,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,1478985.09,False
ORD-SC-01742,2024-01-29,SUP-014,PRD-0004,728.0,Delivered,Green Logistics,2024-02-07,2024-02-07,0.0,570.63,Supplier_14,Calabar,A,Short-term,UHT Milk,Powdered Milk,261,Frozen,334.75,243698.0,False
ORD-SC-01743,2024-06-07,SUP-024,PRD-0028,3924.0,Delivered,FedEx Supply,2024-06-09,2024-06-09,0.0,2050.29,Supplier_24,Ibadan,A,Trial,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,1948972.32,False
ORD-SC-01744,2024-08-09,SUP-020,PRD-0001,815.0,Delivered,FedEx Supply,2024-08-10,2024-08-12,2.0,629.04,Supplier_20,Abuja,B,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,303049.6,False
ORD-SC-01745,2024-04-12,SUP-012,PRD-0003,4440.0,Delivered,Local Transport,2024-04-13,2024-04-15,2.0,2617.46,Supplier_12,Lagos,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,925384.7999999999,False
ORD-SC-01746,2024-07-21,SUP-017,PRD-0029,4006.0,Delivered,Local Transport,2024-07-23,2024-07-22,-1.0,2357.83,Supplier_17,Lagos,A,Long-term,Cocoa Butter,Cheese,264,Room Temp,232.33,930713.9800000001,False
ORD-SC-01747,2025-03-09,SUP-013,PRD-0025,875.0,Delivered,Swift Cargo,2025-03-19,2025-03-19,0.0,573.36,Supplier_13,Lagos,B,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,361655.0,False
ORD-SC-01748,2024-01-22,SUP-025,PRD-0023,550.0,Delivered,DHL Logistics,2024-01-30,2024-01-29,-1.0,569.43,Supplier_25,Kaduna,B,Long-term,Kefir,Powdered Milk,83,Frozen,165.13,90821.5,False
ORD-SC-01749,2025-05-12,SUP-017,PRD-0010,3564.0,Delivered,FedEx Supply,2025-05-19,2025-05-19,0.0,,Supplier_17,Lagos,A,Long-term,Cream Heavy,Yogurt & Fermented,148,Room Temp,79.46,283195.44,False
ORD-SC-01750,2025-03-23,SUP-022,PRD-0001,186.0,Delivered,FedEx Supply,2025-03-30,2025-03-31,1.0,344.39,Supplier_22,Kano,B,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,69162.23999999999,False
ORD-SC-01751,2024-08-31,SUP-016,PRD-0012,4368.0,Delivered,DHL Logistics,2024-09-08,2024-09-07,-1.0,2638.65,Supplier_16,Ibadan,A,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,1961799.84,False
ORD-SC-01752,2024-06-11,SUP-023,PRD-0003,1182.0,Delivered,FedEx Supply,2024-06-13,2024-06-13,0.0,879.26,Supplier_23,Port Harcourt,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,246352.43999999997,False
ORD-SC-01753,2024-06-23,SUP-021,PRD-0028,2641.0,Delivered,Local Transport,2024-06-27,2024-06-27,0.0,1628.18,Supplier_21,Kaduna,B,Short-term,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,1311731.8800000001,False
ORD-SC-01754,2024-06-20,SUP-004,PRD-0011,2680.0,Delivered,Cold Chain Express,2024-06-22,2024-06-22,0.0,1672.24,Supplier_4,Abuja,B,Long-term,Cream Light,Powdered Milk,326,Frozen,52.41,140458.8,False
ORD-SC-01755,2025-03-13,SUP-017,PRD-0018,2144.0,Delivered,DHL Logistics,2025-03-17,2025-03-19,2.0,1329.2,Supplier_17,Lagos,A,Long-term,Casein,Chocolate,213,Room Temp,75.24,161314.56,False
ORD-SC-01756,2024-09-23,SUP-005,PRD-0017,4659.0,In Transit,Cold Chain Express,2024-09-28,2024-09-29,1.0,2514.45,Supplier_5,Kano,B,Long-term,Whey Powder,Chocolate,15,Room Temp,158.82,739942.38,False
ORD-SC-01757,2024-12-24,SUP-008,PRD-0025,4517.0,Delayed,FedEx Supply,2024-12-26,2025-01-09,14.0,2718.31,Supplier_8,Abuja,B,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,1866966.44,True
ORD-SC-01758,2025-06-19,SUP-015,PRD-0028,867.0,Delivered,Green Logistics,2025-06-21,2025-06-22,1.0,857.61,Supplier_15,Kano,A,Trial,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,430621.56,False
ORD-SC-01759,2024-01-22,SUP-024,PRD-0019,2088.0,Delivered,Swift Cargo,2024-01-27,2024-01-27,0.0,1475.91,Supplier_24,Ibadan,A,Trial,Lactose,Yogurt & Fermented,72,4-8°C,80.4,167875.2,False
ORD-SC-01760,2024-05-13,SUP-002,PRD-0009,889.0,Delivered,Swift Cargo,2024-05-14,2024-05-14,0.0,525.26,Supplier_2,Port Harcourt,B,Trial,Butter Unsalted,Cheese,95,2-4°C,421.79,374971.31,False
ORD-SC-01761,2024-02-26,SUP-018,PRD-0012,4120.0,Delivered,DHL Logistics,2024-03-05,2024-03-05,0.0,2139.57,Supplier_18,Lagos,C,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,1850415.6,False
ORD-SC-01762,2024-06-27,SUP-011,PRD-0019,3357.0,Delivered,Cold Chain Express,2024-06-30,2024-06-30,0.0,1844.78,Supplier_11,Calabar,C,Long-term,Lactose,Yogurt & Fermented,72,4-8°C,80.4,269902.80000000005,False
ORD-SC-01763,2025-06-26,SUP-005,PRD-0005,4419.0,Delivered,Swift Cargo,2025-06-27,2025-06-27,0.0,2664.69,Supplier_5,Kano,B,Long-term,Skimmed Milk,By-Products,330,Frozen,442.9,1957175.0999999999,False
ORD-SC-01764,2025-04-08,SUP-018,PRD-0012,812.0,Delayed,Cold Chain Express,2025-04-10,2025-04-15,5.0,520.26,Supplier_18,Lagos,C,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,364693.56,False
ORD-SC-01765,2024-05-04,SUP-010,PRD-0001,3721.0,Delayed,FedEx Supply,2024-05-13,2024-05-24,11.0,1950.56,Supplier_10,Abuja,A,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,1383616.64,True
ORD-SC-01766,2024-05-31,SUP-018,PRD-0013,3391.0,Delivered,Green Logistics,2024-06-04,2024-06-04,0.0,2018.67,Supplier_18,Lagos,C,Long-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1560165.19,False
ORD-SC-01767,2025-06-06,SUP-005,PRD-0003,4996.0,Delivered,DHL Logistics,2025-06-09,2025-06-08,-1.0,2574.56,Supplier_5,Kano,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,1041266.32,False
ORD-SC-01768,2025-04-17,SUP-019,PRD-0018,1424.0,Delivered,Local Transport,2025-04-19,2025-04-21,2.0,1118.33,Supplier_19,Ibadan,B,Short-term,Casein,Chocolate,213,Room Temp,75.24,107141.76,False
ORD-SC-01769,2024-10-05,SUP-010,PRD-0008,2606.0,In Transit,Local Transport,2024-10-07,2024-10-11,4.0,1500.22,Supplier_10,Abuja,A,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,540067.4400000001,False
ORD-SC-01770,2025-01-09,SUP-013,PRD-0018,107.0,Delivered,Local Transport,2025-01-10,2025-01-09,-1.0,227.29,Supplier_13,Lagos,B,Long-term,Casein,Chocolate,213,Room Temp,75.24,8050.679999999999,False
ORD-SC-01771,2024-04-19,SUP-006,PRD-0021,3853.0,Delivered,DHL Logistics,2024-04-24,2024-04-23,-1.0,2201.53,Supplier_6,Calabar,A,Long-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,1075911.72,False
ORD-SC-01772,2025-01-08,SUP-009,PRD-0011,439.0,Delivered,DHL Logistics,2025-01-11,2025-01-10,-1.0,597.09,Supplier_9,Lagos,A,Short-term,Cream Light,Powdered Milk,326,Frozen,52.41,23007.989999999998,False
ORD-SC-01773,2025-06-10,SUP-010,PRD-0012,381.0,In Transit,DHL Logistics,2025-06-13,2025-06-16,3.0,252.26,Supplier_10,Abuja,A,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,171118.53,False
ORD-SC-01774,2024-02-26,SUP-024,PRD-0015,3247.0,Delivered,Cold Chain Express,2024-02-28,2024-02-27,-1.0,1992.59,Supplier_24,Ibadan,A,Trial,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,202612.8,False
ORD-SC-01775,2025-02-07,SUP-004,PRD-0013,4236.0,Delayed,Green Logistics,2025-02-13,2025-02-24,11.0,2358.28,Supplier_4,Abuja,B,Long-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1948941.24,True
ORD-SC-01776,2025-05-19,SUP-009,PRD-0025,3614.0,Delayed,Swift Cargo,2025-05-26,2025-06-03,8.0,1874.95,Supplier_9,Lagos,A,Short-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,1493738.48,True
ORD-SC-01777,2025-05-23,SUP-004,PRD-0024,1234.0,Delivered,Local Transport,2025-05-30,2025-06-01,2.0,682.05,Supplier_4,Abuja,B,Long-term,Buttermilk,Liquid Milk,160,Room Temp,221.68,273553.12,False
ORD-SC-01778,2024-10-31,SUP-010,PRD-0008,2016.0,Delivered,Cold Chain Express,2024-11-02,2024-11-01,-1.0,1475.79,Supplier_10,Abuja,A,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,417795.84,False
ORD-SC-01779,2024-06-13,SUP-003,PRD-0026,2147.0,Delivered,FedEx Supply,2024-06-16,2024-06-15,-1.0,1388.62,Supplier_3,Benin City,A,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,890940.5900000001,False
ORD-SC-01780,2024-05-02,SUP-003,PRD-0016,4326.0,Delivered,Local Transport,2024-05-07,2024-05-09,2.0,2453.88,Supplier_3,Benin City,A,Long-term,Cheese Cream,By-Products,84,Room Temp,417.8,1807402.8,False
ORD-SC-01781,2024-11-19,SUP-022,PRD-0025,357.0,Delivered,Swift Cargo,2024-11-22,2024-11-21,-1.0,629.6,Supplier_22,Kano,B,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,147555.24,False
ORD-SC-01782,2024-12-20,SUP-019,PRD-0010,4733.0,In Transit,Cold Chain Express,2024-12-26,2024-12-29,3.0,2707.1,Supplier_19,Ibadan,B,Short-term,Cream Heavy,Yogurt & Fermented,148,Room Temp,79.46,376084.18,False
ORD-SC-01783,2024-02-16,SUP-021,PRD-0016,3089.0,Delivered,Local Transport,2024-02-18,2024-02-17,-1.0,1733.42,Supplier_21,Kaduna,B,Short-term,Cheese Cream,By-Products,84,Room Temp,417.8,1290584.2,False
ORD-SC-01784,2025-04-17,SUP-018,PRD-0010,1153.0,Delivered,Cold Chain Express,2025-04-19,2025-04-21,2.0,740.2,Supplier_18,Lagos,C,Long-term,Cream Heavy,Yogurt & Fermented,148,Room Temp,79.46,91617.37999999999,False
ORD-SC-01785,2025-04-05,SUP-025,PRD-0007,879.0,Delayed,Local Transport,2025-04-06,2025-04-15,9.0,812.77,Supplier_25,Kaduna,B,Long-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,434551.23,True
ORD-SC-01786,2024-09-05,SUP-020,PRD-0026,4242.0,Delayed,FedEx Supply,2024-09-06,2024-09-09,3.0,2586.91,Supplier_20,Abuja,B,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,1760302.7400000002,False
ORD-SC-01787,2024-06-25,SUP-014,PRD-0006,1819.0,Delayed,Local Transport,2024-06-26,2024-07-09,13.0,1220.65,Supplier_14,Calabar,A,Short-term,Whole Milk Powder,Chocolate,307,4-8°C,125.55,228375.44999999998,True
ORD-SC-01788,2024-07-20,SUP-008,PRD-0002,1804.0,Cancelled,Local Transport,2024-07-26,,0.0,1128.23,Supplier_8,Abuja,B,Long-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,510405.72000000003,False
ORD-SC-01789,2025-01-11,SUP-017,PRD-0020,814.0,Delivered,Swift Cargo,2025-01-20,2025-01-19,-1.0,527.2,Supplier_17,Lagos,A,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,214277.36000000002,False
ORD-SC-01790,2025-04-05,SUP-004,PRD-0009,518.0,Delivered,Local Transport,2025-04-15,2025-04-15,0.0,490.1,Supplier_4,Abuja,B,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,218487.22,False
ORD-SC-01791,2025-02-06,SUP-015,PRD-0024,1261.0,Delivered,FedEx Supply,2025-02-08,2025-02-07,-1.0,920.5,Supplier_15,Kano,A,Trial,Buttermilk,Liquid Milk,160,Room Temp,221.68,279538.48,False
ORD-SC-01792,2024-11-05,SUP-008,PRD-0024,4029.0,Delivered,DHL Logistics,2024-11-08,2024-11-09,1.0,2478.17,Supplier_8,Abuja,B,Long-term,Buttermilk,Liquid Milk,160,Room Temp,221.68,893148.72,False
ORD-SC-01793,2024-08-22,SUP-004,PRD-0005,4265.0,Delayed,FedEx Supply,2024-08-25,2024-09-07,13.0,2619.58,Supplier_4,Abuja,B,Long-term,Skimmed Milk,By-Products,330,Frozen,442.9,1888968.5,True
ORD-SC-01794,2024-08-25,SUP-019,PRD-0013,2993.0,Delivered,Swift Cargo,2024-08-29,2024-08-31,2.0,1550.6,Supplier_19,Ibadan,B,Short-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1377049.3699999999,False
ORD-SC-01795,2025-05-19,SUP-012,PRD-0003,3400.0,Delivered,Swift Cargo,2025-05-21,2025-05-21,0.0,2119.61,Supplier_12,Lagos,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,708628.0,False
ORD-SC-01796,2024-05-20,SUP-024,PRD-0011,2906.0,Delivered,FedEx Supply,2024-05-26,2024-05-28,2.0,1718.89,Supplier_24,Ibadan,A,Trial,Cream Light,Powdered Milk,326,Frozen,52.41,152303.46,False
ORD-SC-01797,2024-01-02,SUP-002,PRD-0028,800.0,Delivered,Green Logistics,2024-01-03,2024-01-02,-1.0,890.25,Supplier_2,Port Harcourt,B,Trial,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,397344.0,False
ORD-SC-01798,2025-05-23,SUP-009,PRD-0012,1947.0,In Transit,Local Transport,2025-05-31,2025-06-03,3.0,1155.53,Supplier_9,Lagos,A,Short-term,Yogurt Natural,By-Products,347,4-8°C,449.13,874456.11,False
ORD-SC-01799,2024-05-19,SUP-016,PRD-0006,1420.0,In Transit,DHL Logistics,2024-05-25,2024-05-28,3.0,1187.19,Supplier_16,Ibadan,A,Long-term,Whole Milk Powder,Chocolate,307,4-8°C,125.55,178281.0,False
ORD-SC-01800,2024-07-01,SUP-020,PRD-0014,1057.0,Delivered,Swift Cargo,2024-07-10,2024-07-11,1.0,937.36,Supplier_20,Abuja,B,Long-term,Cheese Cheddar,By-Products,257,Room Temp,139.73,147694.61,False
ORD-SC-01801,2025-05-21,SUP-014,PRD-0017,2120.0,Delivered,Local Transport,2025-05-24,2025-05-23,-1.0,1364.04,Supplier_14,Calabar,A,Short-term,Whey Powder,Chocolate,15,Room Temp,158.82,336698.39999999997,False
ORD-SC-01802,2024-07-31,SUP-009,PRD-0020,1839.0,Cancelled,Green Logistics,2024-08-02,,0.0,1405.84,Supplier_9,Lagos,A,Short-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,484098.36000000004,False
ORD-SC-01803,2024-08-15,SUP-004,PRD-0026,2045.0,Delivered,Cold Chain Express,2024-08-17,2024-08-17,0.0,1511.22,Supplier_4,Abuja,B,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,848613.65,False
ORD-SC-01804,2024-03-04,SUP-012,PRD-0025,2600.0,Delivered,Green Logistics,2024-03-06,2024-03-06,0.0,1673.91,Supplier_12,Lagos,B,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,1074632.0,False
ORD-SC-01805,2024-09-21,SUP-022,PRD-0007,2113.0,Delivered,DHL Logistics,2024-09-25,2024-09-26,1.0,1312.77,Supplier_22,Kano,B,Long-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,1044603.81,False
ORD-SC-01806,2025-05-10,SUP-006,PRD-0007,4034.0,Delivered,Green Logistics,2025-05-12,2025-05-11,-1.0,2400.64,Supplier_6,Calabar,A,Long-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,1994288.58,False
ORD-SC-01807,2025-04-19,SUP-011,PRD-0015,126.0,Delivered,Green Logistics,2025-04-26,2025-04-25,-1.0,547.11,Supplier_11,Calabar,C,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,7862.4,False
ORD-SC-01808,2024-05-12,SUP-003,PRD-0009,1664.0,Delivered,DHL Logistics,2024-05-20,2024-05-22,2.0,945.4,Supplier_3,Benin City,A,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,701858.56,False
ORD-SC-01809,2025-04-09,SUP-023,PRD-0030,3955.0,Delivered,Green Logistics,2025-04-14,2025-04-13,-1.0,2116.09,Supplier_23,Port Harcourt,B,Long-term,Cocoa Powder,Chocolate,254,Frozen,135.58,536218.9,False
ORD-SC-01810,2024-05-09,SUP-010,PRD-0029,521.0,In Transit,Local Transport,2024-05-11,2024-05-14,3.0,418.67,Supplier_10,Abuja,A,Long-term,Cocoa Butter,Cheese,264,Room Temp,232.33,121043.93000000001,False
ORD-SC-01811,2025-04-19,SUP-009,PRD-0006,2265.0,Cancelled,DHL Logistics,2025-04-27,,0.0,2466.09,Supplier_9,Lagos,A,Short-term,Whole Milk Powder,Chocolate,307,4-8°C,125.55,284370.75,False
ORD-SC-01812,2024-12-04,SUP-006,PRD-0026,3435.0,In Transit,FedEx Supply,2024-12-08,2024-12-12,4.0,2185.83,Supplier_6,Calabar,A,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,1425421.9500000002,False
ORD-SC-01813,2025-06-02,SUP-004,PRD-0021,132.0,Delivered,Local Transport,2025-06-04,2025-06-04,0.0,350.09,Supplier_4,Abuja,B,Long-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,36859.68,False
ORD-SC-01814,2024-09-26,SUP-006,PRD-0008,2606.0,Delivered,Green Logistics,2024-09-29,2024-09-28,-1.0,1679.64,Supplier_6,Calabar,A,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,540067.4400000001,False
ORD-SC-01815,2024-02-28,SUP-020,PRD-0005,4773.0,Delivered,Green Logistics,2024-02-29,2024-02-28,-1.0,2552.5,Supplier_20,Abuja,B,Long-term,Skimmed Milk,By-Products,330,Frozen,442.9,2113961.6999999997,False
ORD-SC-01816,2024-10-12,SUP-022,PRD-0026,498.0,Delivered,FedEx Supply,2024-10-14,2024-10-14,0.0,598.52,Supplier_22,Kano,B,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,206655.06000000003,False
ORD-SC-01817,2024-08-17,SUP-011,PRD-0008,452.0,Delivered,FedEx Supply,2024-08-18,2024-08-17,-1.0,319.82,Supplier_11,Calabar,C,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,93672.48000000001,False
ORD-SC-01818,2024-03-19,SUP-016,PRD-0019,4187.0,Delivered,Swift Cargo,2024-03-22,2024-03-24,2.0,2226.13,Supplier_16,Ibadan,A,Long-term,Lactose,Yogurt & Fermented,72,4-8°C,80.4,336634.80000000005,False
ORD-SC-01819,2024-08-03,SUP-006,PRD-0015,4231.0,Delivered,DHL Logistics,2024-08-07,2024-08-06,-1.0,2495.09,Supplier_6,Calabar,A,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,264014.39999999997,False
ORD-SC-01820,2024-07-21,SUP-018,PRD-0005,1983.0,Delivered,Local Transport,2024-07-26,2024-07-25,-1.0,1110.55,Supplier_18,Lagos,C,Long-term,Skimmed Milk,By-Products,330,Frozen,442.9,878270.7,False
ORD-SC-01821,2025-04-19,SUP-018,PRD-0006,3218.0,Delivered,Local Transport,2025-04-24,2025-04-24,0.0,1917.23,Supplier_18,Lagos,C,Long-term,Whole Milk Powder,Chocolate,307,4-8°C,125.55,404019.89999999997,False
ORD-SC-01822,2024-08-12,SUP-004,PRD-0026,3703.0,Delivered,Local Transport,2024-08-20,2024-08-20,0.0,2203.63,Supplier_4,Abuja,B,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,1536633.9100000001,False
